id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920172,910172,9,4,4,What is wrong with presenting Shim’s report as the Korean Empire’s acceptance of Japan’s claim?,"[""It confuses the visitors’ claim with Shim’s position"", ""It places the 1900 decree after the 1906 report"", ""It only swaps the magistrate’s and governor’s titles""]",1,Shim reports their statement while describing Dokdo as part of his own county.,"[""Shim reports their statement while describing Dokdo as part of his own county."", ""The error here concerns attribution of the claim, not chronological ordering."", ""The issue is treating a quotation as acceptance, not merely swapping titles.""]",A Japanese official’s claim quoted in Shim’s report is not an endorsement by Shim.,Shim described Dokdo as belonging to his county and reported the visitors’ claim. The later Directive No. 3 rejected the Japanese claim and ordered investigation.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920173,910173,9,1,1,Which 1906 directive rejected Japan’s claim to Dokdo?,"[""Korean Empire Decree No. 41"", ""The Ulleungdo voyage prohibition"", ""Directive No. 3"", ""The Dajokan directive""]",3,Directive No. 3 rejected the claim and requested investigation after receiving the report.,"[""Decree No. 41 concerns administrative reorganisation in 1900."", ""That was a 1696 Edo shogunate order, not this response."", ""Directive No. 3 rejected the claim and requested investigation after receiving the report."", ""The Dajokan directive is a Japanese document from 1877.""]",Korean Empire Directive No. 3 of 1906 rejected Japan’s Dokdo claim and ordered further investigation and reporting.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920174,910174,9,2,2,How did Directive No. 3 respond to Japan’s claim that Dokdo was Japanese?,"[""It accepted the claim."", ""It rejected the claim as false."", ""It said no report had been received.""]",2,The translated directive rejects the assertion of Japanese territory.,"[""Rejection and investigation are the opposite of unqualified acceptance."", ""The translated directive rejects the assertion of Japanese territory."", ""The directive is presented as a response to the report.""]",Korean Empire Directive No. 3 of 1906 rejected Japan’s Dokdo claim and ordered further investigation and reporting.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920175,910175,9,3,3,What additional action did Directive No. 3 order the officials to take?,"[""Prepare a document approving Japan’s claim"", ""Erase the report and leave no record"", ""Investigate the island’s conditions and Japanese activities and report""]",3,The translation requests further investigation and a new report.,"[""Approval would contradict the directive’s rejection of the claim."", ""It orders further reporting, not destruction of records."", ""The translation requests further investigation and a new report.""]",Korean Empire Directive No. 3 of 1906 rejected Japan’s Dokdo claim and ordered further investigation and reporting.,"Directive No. 3, summarised: the claim of Japanese territory is unfounded; investigate the island’s conditions and Japanese activities and report again.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920176,910176,9,4,3,What administrative response is shown by reading Shim’s report with Directive No. 3?,"[""Receiving a local report, rejecting the claim and ordering further inquiry"", ""Immediate acceptance of Japan’s incorporation claim"", ""Prohibiting reports about the jurisdiction""]",1,Reading the report and response together reveals the action following notification.,"[""Reading the report and response together reveals the action following notification."", ""The directive rejects the claim and requests further inquiry."", ""It specifically requests further reporting.""]",Korean Empire Directive No. 3 of 1906 rejected Japan’s Dokdo claim and ordered further investigation and reporting.,1906: the magistrate reports the visitors’ Dokdo claim → Korean Empire Directive No. 3 rejects it and requests further investigation and reporting.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920177,910177,9,1,1,Which came first: Decree No. 41 or Shim’s report concerning Dokdo?,"[""Decree No. 41"", ""Shim’s report""]",1,The decree is from 1900 and the report from 1906.,"[""The decree is from 1900 and the report from 1906."", ""The 1906 report came after the 1900 decree.""]",The 1900 decree organised Uldo administration; the 1906 report and directive show responses concerning Dokdo.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920178,910178,9,2,2,Which document reported events concerning Dokdo after Uldo’s administrative reform?,"[""Decree No. 41"", ""Shim Heung-taek’s report"", ""The Dajokan directive""]",2,"Shim reported information about Dokdo in 1906, after the administrative reform of 1900.","[""Decree No. 41 is the earlier administrative order of 1900, not the later local report."", ""Shim reported information about Dokdo in 1906, after the administrative reform of 1900."", ""The Dajokan directive was a Japanese instruction in 1877, not the 1906 Uldo magistrate’s report.""]",The 1900 decree organised Uldo administration; the 1906 report and directive show responses concerning Dokdo.,,Decree No. 41 set Uldo’s administrative structure in 1900. A report on local events followed in 1906.,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920179,910179,9,3,3,What is the order of these three records from earliest to latest?,"[""Directive No. 3 → 1900 decree → Shim’s report"", ""Shim’s report → Directive No. 3 → 1900 decree"", ""1900 decree → Shim’s 1906 report → Directive No. 3""]",3,Reorganisation preceded the local report and the subsequent directive.,"[""This places the 1906 response before the 1900 decree."", ""The 1900 decree predates both 1906 records."", ""Reorganisation preceded the local report and the subsequent directive.""]",The 1900 decree organised Uldo administration; the 1906 report and directive show responses concerning Dokdo.,"1900: Decree No. 41.
1906: Shim’s Dokdo report and the subsequent Directive No. 3.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920180,910180,9,4,4,Which summary correctly distinguishes the roles of the three records?,"[""Decree: reform / report: notification / directive: response"", ""Decree: local report / report: imperial order / directive: map"", ""Decree: response / report: renaming / directive: local report""]",1,This distinguishes each record’s role in sequence.,"[""This distinguishes each record’s role in sequence."", ""The types and functions are mismatched."", ""The actual functions have been rearranged incorrectly.""]",The 1900 decree organised Uldo administration; the 1906 report and directive show responses concerning Dokdo.,Record cards: 1900 decree — Uldo reorganisation; 1906 Shim report — local information; Directive No. 3 — rejection of the claim and further investigation.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920181,910181,10,1,1,On which main island of Dokdo is Cheonjang Cave?,"[""Seodo"", ""Dongdo""]",2,Cheonjang Cave is described as a depression in central Dongdo.,"[""Unlike Mulgol on Seodo, Cheonjang Cave is on Dongdo."", ""Cheonjang Cave is described as a depression in central Dongdo.""]","Cheonjang Cave is a deep, well-shaped depression in central Dongdo.",,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=21978541-1e2d-4dd8-83fd-92ce4f55dec6 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920182,910182,10,2,2,Which description best matches the overall form of Cheonjang Cave?,"[""A door-like rock arch"", ""A deep, well-shaped hollow"", ""A sandy ridge parallel to the sea""]",2,A deep central depression is the described feature.,"[""A rock arch describes Dongnimmun Rock rather than this depression."", ""A deep central depression is the described feature."", ""Cheonjang Cave is a rocky depression, not a sandy ridge.""]","Cheonjang Cave is a deep, well-shaped depression in central Dongdo.",,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=21978541-1e2d-4dd8-83fd-92ce4f55dec6 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920183,910183,10,3,3,Which Dokdo place matches the supplied description?,"[""Mulgol"", ""Tanggeonbong"", ""Cheonjang Cave""]",3,Its central Dongdo location and well-shaped depression identify Cheonjang Cave.,"[""Mulgol is Seodo’s historical water source."", ""Tanggeonbong is a peak on Seodo, not a central Dongdo depression."", ""Its central Dongdo location and well-shaped depression identify Cheonjang Cave.""]","Cheonjang Cave is a deep, well-shaped depression in central Dongdo.","Location: central Dongdo. Form: a deep, well-shaped depression. Although once thought to be a crater, the tourism description explains it as a collapse feature shaped by weathering and erosion.",,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=21978541-1e2d-4dd8-83fd-92ce4f55dec6 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920184,910184,10,4,3,Which feature should an explanatory drawing of Cheonjang Cave include?,"[""A deep hollow descending within Dongdo"", ""A sharp summit on Seodo"", ""Only a door-shaped arch on Dongdo’s coast""]",1,"The central depression, not merely a small opening in a coastal wall, is the key feature.","[""The central depression, not merely a small opening in a coastal wall, is the key feature."", ""This is a different island and a peak rather than a depression."", ""That confuses the feature with Dongnimmun’s sea arch.""]","Cheonjang Cave is a deep, well-shaped depression in central Dongdo.","Feature checklist: central Dongdo; well-shaped; deeply depressed space. This asks about an explanatory drawing, not a surveyed plan.",,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=21978541-1e2d-4dd8-83fd-92ce4f55dec6 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920185,910185,10,1,1,Which Dokdo rock is named for its door-like arch?,"[""Sutdol Rock"", ""Dongnimmun Rock"", ""Gaje Rock""]",2,Its arch-like form is associated with the name Dongnimmun.,"[""Sutdol’s name relates to resemblance to a whetstone, not a door arch."", ""Its arch-like form is associated with the name Dongnimmun."", ""Gaje’s name is associated with an old term for sea lions.""]",Dongnimmun Rock on Dongdo is a door-like sea arch formed in coastal rock.,,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920186,910186,10,2,1,On which main island’s coast is Dongnimmun Rock?,"[""Dongdo"", ""Seodo""]",1,Dongnimmun Rock is described as a sea arch on Dongdo.,"[""Dongnimmun Rock is described as a sea arch on Dongdo."", ""Unlike Seodo’s peaks or Mulgol, this feature is on Dongdo.""]",Dongnimmun Rock on Dongdo is a door-like sea arch formed in coastal rock.,,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920187,910187,10,3,3,What type of landform is Dongnimmun Rock?,"[""River delta"", ""Glacial valley"", ""Sea arch""]",3,A sea arch is an opening eroded through coastal rock.,"[""A delta is a depositional river-mouth landform, unlike the rock arch."", ""The feature is not described as a glacial valley."", ""A sea arch is an opening eroded through coastal rock.""]",Dongnimmun Rock on Dongdo is a door-like sea arch formed in coastal rock.,"Dongnimmun Rock: erosion opened a passage through coastal rock, leaving rock above it as a door-like arch.",,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
